,labels,directory
286,4,dataset\CMATERdbTest\4\bcc000055.bmp
287,4,dataset\CMATERdbTest\4\bcc000056.bmp
281,4,dataset\CMATERdbTest\4\bcc000050.bmp
338,5,dataset\CMATERdbTest\5\bcc000067.bmp
335,5,dataset\CMATERdbTest\5\bcc000064.bmp
334,5,dataset\CMATERdbTest\5\bcc000063.bmp
333,5,dataset\CMATERdbTest\5\bcc000062.bmp
332,5,dataset\CMATERdbTest\5\bcc000061.bmp
339,5,dataset\CMATERdbTest\5\bcc000068.bmp
336,5,dataset\CMATERdbTest\5\bcc000065.bmp
341,5,dataset\CMATERdbTest\5\bcc000070.bmp
337,5,dataset\CMATERdbTest\5\bcc000066.bmp
340,5,dataset\CMATERdbTest\5\bcc000069.bmp
373,6,dataset\CMATERdbTest\6\bcc000071.bmp
374,6,dataset\CMATERdbTest\6\bcc000072.bmp
377,6,dataset\CMATERdbTest\6\bcc000075.bmp
378,6,dataset\CMATERdbTest\6\bcc000076.bmp
376,6,dataset\CMATERdbTest\6\bcc000074.bmp
375,6,dataset\CMATERdbTest\6\bcc000073.bmp
403,7,dataset\CMATERdbTest\7\bcc000083.bmp
410,7,dataset\CMATERdbTest\7\bcc000090.bmp
409,7,dataset\CMATERdbTest\7\bcc000089.bmp
408,7,dataset\CMATERdbTest\7\bcc000088.bmp
407,7,dataset\CMATERdbTest\7\bcc000087.bmp
406,7,dataset\CMATERdbTest\7\bcc000086.bmp
405,7,dataset\CMATERdbTest\7\bcc000085.bmp
404,7,dataset\CMATERdbTest\7\bcc000084.bmp
411,7,dataset\CMATERdbTest\7\bcc000091.bmp
402,7,dataset\CMATERdbTest\7\bcc000082.bmp
401,7,dataset\CMATERdbTest\7\bcc000081.bmp
400,7,dataset\CMATERdbTest\7\bcc000080.bmp
399,7,dataset\CMATERdbTest\7\bcc000079.bmp
398,7,dataset\CMATERdbTest\7\bcc000078.bmp
397,7,dataset\CMATERdbTest\7\bcc000077.bmp
428,8,dataset\CMATERdbTest\8\bcc000093.bmp
427,8,dataset\CMATERdbTest\8\bcc000092.bmp
429,8,dataset\CMATERdbTest\8\bcc000094.bmp
430,8,dataset\CMATERdbTest\8\bcc000095.bmp
431,8,dataset\CMATERdbTest\8\bcc000096.bmp
432,8,dataset\CMATERdbTest\8\bcc000097.bmp
456,9,dataset\CMATERdbTest\9\2\bcc000110.bmp
447,9,dataset\CMATERdbTest\9\1\bcc000101.bmp
448,9,dataset\CMATERdbTest\9\1\bcc000102.bmp
449,9,dataset\CMATERdbTest\9\1\bcc000103.bmp
450,9,dataset\CMATERdbTest\9\2\bcc000104.bmp
451,9,dataset\CMATERdbTest\9\2\bcc000105.bmp
452,9,dataset\CMATERdbTest\9\2\bcc000106.bmp
453,9,dataset\CMATERdbTest\9\2\bcc000107.bmp
457,9,dataset\CMATERdbTest\9\2\bcc000111.bmp
446,9,dataset\CMATERdbTest\9\1\bcc000100.bmp
444,9,dataset\CMATERdbTest\9\1\bcc000098.bmp
455,9,dataset\CMATERdbTest\9\2\bcc000109.bmp
445,9,dataset\CMATERdbTest\9\1\bcc000099.bmp
454,9,dataset\CMATERdbTest\9\2\bcc000108.bmp
26,11,dataset\CMATERdbTest\11\bcc000117.bmp
21,11,dataset\CMATERdbTest\11\bcc000112.bmp
22,11,dataset\CMATERdbTest\11\bcc000113.bmp
23,11,dataset\CMATERdbTest\11\bcc000114.bmp
25,11,dataset\CMATERdbTest\11\bcc000116.bmp
34,11,dataset\CMATERdbTest\11\bcc000125.bmp
32,11,dataset\CMATERdbTest\11\bcc000123.bmp
31,11,dataset\CMATERdbTest\11\bcc000122.bmp
30,11,dataset\CMATERdbTest\11\bcc000121.bmp
24,11,dataset\CMATERdbTest\11\bcc000115.bmp
29,11,dataset\CMATERdbTest\11\bcc000120.bmp
27,11,dataset\CMATERdbTest\11\bcc000118.bmp
33,11,dataset\CMATERdbTest\11\bcc000124.bmp
28,11,dataset\CMATERdbTest\11\bcc000119.bmp
44,12,dataset\CMATERdbTest\12\1\bcc000126.bmp
45,12,dataset\CMATERdbTest\12\1\bcc000127.bmp
49,12,dataset\CMATERdbTest\12\1\bcc000131.bmp
48,12,dataset\CMATERdbTest\12\1\bcc000130.bmp
47,12,dataset\CMATERdbTest\12\1\bcc000129.bmp
46,12,dataset\CMATERdbTest\12\1\bcc000128.bmp
52,12,dataset\CMATERdbTest\12\2\bcc000134.bmp
53,12,dataset\CMATERdbTest\12\2\bcc000135.bmp
54,12,dataset\CMATERdbTest\12\2\bcc000136.bmp
55,12,dataset\CMATERdbTest\12\2\bcc000137.bmp
56,12,dataset\CMATERdbTest\12\2\bcc000138.bmp
51,12,dataset\CMATERdbTest\12\2\bcc000133.bmp
50,12,dataset\CMATERdbTest\12\2\bcc000132.bmp
63,13,dataset\CMATERdbTest\13\bcc000139.bmp
64,13,dataset\CMATERdbTest\13\bcc000140.bmp
65,13,dataset\CMATERdbTest\13\bcc000141.bmp
69,14,dataset\CMATERdbTest\14\bcc000142.bmp
70,14,dataset\CMATERdbTest\14\bcc000143.bmp
71,14,dataset\CMATERdbTest\14\bcc000144.bmp
72,14,dataset\CMATERdbTest\14\bcc000145.bmp
77,15,dataset\CMATERdbTest\15\1\bcc000146.bmp
78,15,dataset\CMATERdbTest\15\1\bcc000147.bmp
79,15,dataset\CMATERdbTest\15\1\bcc000148.bmp
80,15,dataset\CMATERdbTest\15\1\bcc000149.bmp
81,15,dataset\CMATERdbTest\15\1\bcc000150.bmp
82,15,dataset\CMATERdbTest\15\1\bcc000151.bmp
83,15,dataset\CMATERdbTest\15\1\bcc000152.bmp
84,15,dataset\CMATERdbTest\15\2\bcc000153.bmp
85,15,dataset\CMATERdbTest\15\2\bcc000154.bmp
86,15,dataset\CMATERdbTest\15\2\bcc000155.bmp
87,15,dataset\CMATERdbTest\15\2\bcc000156.bmp
103,16,dataset\CMATERdbTest\16\bcc000167.bmp
102,16,dataset\CMATERdbTest\16\bcc000166.bmp
101,16,dataset\CMATERdbTest\16\bcc000165.bmp
100,16,dataset\CMATERdbTest\16\bcc000164.bmp
97,16,dataset\CMATERdbTest\16\bcc000161.bmp
95,16,dataset\CMATERdbTest\16\bcc000159.bmp
94,16,dataset\CMATERdbTest\16\bcc000158.bmp
93,16,dataset\CMATERdbTest\16\bcc000157.bmp
99,16,dataset\CMATERdbTest\16\bcc000163.bmp
96,16,dataset\CMATERdbTest\16\bcc000160.bmp
98,16,dataset\CMATERdbTest\16\bcc000162.bmp
105,17,dataset\CMATERdbTest\17\bcc000168.bmp
106,17,dataset\CMATERdbTest\17\bcc000169.bmp
107,17,dataset\CMATERdbTest\17\bcc000170.bmp
108,17,dataset\CMATERdbTest\17\bcc000171.bmp
109,17,dataset\CMATERdbTest\17\bcc000172.bmp
111,17,dataset\CMATERdbTest\17\bcc000174.bmp
112,17,dataset\CMATERdbTest\17\bcc000175.bmp
114,17,dataset\CMATERdbTest\17\bcc000177.bmp
115,17,dataset\CMATERdbTest\17\bcc000178.bmp
116,17,dataset\CMATERdbTest\17\bcc000179.bmp
117,17,dataset\CMATERdbTest\17\bcc000180.bmp
118,17,dataset\CMATERdbTest\17\bcc000181.bmp
119,17,dataset\CMATERdbTest\17\bcc000182.bmp
113,17,dataset\CMATERdbTest\17\bcc000176.bmp
110,17,dataset\CMATERdbTest\17\bcc000173.bmp
120,18,dataset\CMATERdbTest\18\bcc000183.bmp
121,18,dataset\CMATERdbTest\18\bcc000184.bmp
123,19,dataset\CMATERdbTest\19\bcc000186.bmp
127,19,dataset\CMATERdbTest\19\bcc000190.bmp
124,19,dataset\CMATERdbTest\19\bcc000187.bmp
125,19,dataset\CMATERdbTest\19\bcc000188.bmp
126,19,dataset\CMATERdbTest\19\bcc000189.bmp
130,19,dataset\CMATERdbTest\19\bcc000193.bmp
129,19,dataset\CMATERdbTest\19\bcc000192.bmp
122,19,dataset\CMATERdbTest\19\bcc000185.bmp
128,19,dataset\CMATERdbTest\19\bcc000191.bmp
149,20,dataset\CMATERdbTest\20\bcc000198.bmp
159,20,dataset\CMATERdbTest\20\bcc000208.bmp
158,20,dataset\CMATERdbTest\20\bcc000207.bmp
148,20,dataset\CMATERdbTest\20\bcc000197.bmp
156,20,dataset\CMATERdbTest\20\bcc000205.bmp
155,20,dataset\CMATERdbTest\20\bcc000204.bmp
154,20,dataset\CMATERdbTest\20\bcc000203.bmp
157,20,dataset\CMATERdbTest\20\bcc000206.bmp
152,20,dataset\CMATERdbTest\20\bcc000201.bmp
151,20,dataset\CMATERdbTest\20\bcc000200.bmp
150,20,dataset\CMATERdbTest\20\bcc000199.bmp
145,20,dataset\CMATERdbTest\20\bcc000194.bmp
146,20,dataset\CMATERdbTest\20\bcc000195.bmp
153,20,dataset\CMATERdbTest\20\bcc000202.bmp
147,20,dataset\CMATERdbTest\20\bcc000196.bmp
160,21,dataset\CMATERdbTest\21\bcc000209.bmp
161,21,dataset\CMATERdbTest\21\bcc000210.bmp
162,21,dataset\CMATERdbTest\21\bcc000211.bmp
163,21,dataset\CMATERdbTest\21\bcc000212.bmp
164,21,dataset\CMATERdbTest\21\bcc000213.bmp
165,21,dataset\CMATERdbTest\21\bcc000214.bmp
166,21,dataset\CMATERdbTest\21\bcc000215.bmp
167,22,dataset\CMATERdbTest\22\bcc000216.bmp
177,22,dataset\CMATERdbTest\22\bcc000226.bmp
168,22,dataset\CMATERdbTest\22\bcc000217.bmp
169,22,dataset\CMATERdbTest\22\bcc000218.bmp
170,22,dataset\CMATERdbTest\22\bcc000219.bmp
171,22,dataset\CMATERdbTest\22\bcc000220.bmp
172,22,dataset\CMATERdbTest\22\bcc000221.bmp
173,22,dataset\CMATERdbTest\22\bcc000222.bmp
174,22,dataset\CMATERdbTest\22\bcc000223.bmp
175,22,dataset\CMATERdbTest\22\bcc000224.bmp
176,22,dataset\CMATERdbTest\22\bcc000225.bmp
179,22,dataset\CMATERdbTest\22\bcc000228.bmp
178,22,dataset\CMATERdbTest\22\bcc000227.bmp
180,22,dataset\CMATERdbTest\22\bcc000229.bmp
181,23,dataset\CMATERdbTest\23\bcc000230.bmp
185,23,dataset\CMATERdbTest\23\bcc000234.bmp
186,23,dataset\CMATERdbTest\23\bcc000235.bmp
183,23,dataset\CMATERdbTest\23\bcc000232.bmp
184,23,dataset\CMATERdbTest\23\bcc000233.bmp
187,23,dataset\CMATERdbTest\23\bcc000236.bmp
182,23,dataset\CMATERdbTest\23\bcc000231.bmp
188,23,dataset\CMATERdbTest\23\bcc000237.bmp
196,24,dataset\CMATERdbTest\24\bcc000245.bmp
189,24,dataset\CMATERdbTest\24\bcc000238.bmp
190,24,dataset\CMATERdbTest\24\bcc000239.bmp
191,24,dataset\CMATERdbTest\24\bcc000240.bmp
192,24,dataset\CMATERdbTest\24\bcc000241.bmp
194,24,dataset\CMATERdbTest\24\bcc000243.bmp
195,24,dataset\CMATERdbTest\24\bcc000244.bmp
197,24,dataset\CMATERdbTest\24\bcc000246.bmp
193,24,dataset\CMATERdbTest\24\bcc000242.bmp
198,25,dataset\CMATERdbTest\25\bcc000247.bmp
200,25,dataset\CMATERdbTest\25\bcc000249.bmp
201,25,dataset\CMATERdbTest\25\bcc000250.bmp
202,25,dataset\CMATERdbTest\25\bcc000251.bmp
203,25,dataset\CMATERdbTest\25\bcc000252.bmp
204,25,dataset\CMATERdbTest\25\bcc000253.bmp
199,25,dataset\CMATERdbTest\25\bcc000248.bmp
205,26,dataset\CMATERdbTest\26\bcc000254.bmp
206,27,dataset\CMATERdbTest\27\bcc000255.bmp
207,27,dataset\CMATERdbTest\27\bcc000256.bmp
209,27,dataset\CMATERdbTest\27\bcc000258.bmp
208,27,dataset\CMATERdbTest\27\bcc000257.bmp
210,28,dataset\CMATERdbTest\28\bcc000259.bmp
217,29,dataset\CMATERdbTest\29\1\bcc000266.bmp
220,29,dataset\CMATERdbTest\29\1\bcc000269.bmp
218,29,dataset\CMATERdbTest\29\1\bcc000267.bmp
216,29,dataset\CMATERdbTest\29\1\bcc000265.bmp
222,29,dataset\CMATERdbTest\29\1\bcc000271.bmp
223,29,dataset\CMATERdbTest\29\2\bcc000272.bmp
215,29,dataset\CMATERdbTest\29\1\bcc000264.bmp
214,29,dataset\CMATERdbTest\29\1\bcc000263.bmp
213,29,dataset\CMATERdbTest\29\1\bcc000262.bmp
212,29,dataset\CMATERdbTest\29\1\bcc000261.bmp
211,29,dataset\CMATERdbTest\29\1\bcc000260.bmp
219,29,dataset\CMATERdbTest\29\1\bcc000268.bmp
221,29,dataset\CMATERdbTest\29\1\bcc000270.bmp
240,30,dataset\CMATERdbTest\30\1\bcc000273.bmp
241,30,dataset\CMATERdbTest\30\1\bcc000274.bmp
244,30,dataset\CMATERdbTest\30\2\bcc000277.bmp
242,30,dataset\CMATERdbTest\30\1\bcc000275.bmp
243,30,dataset\CMATERdbTest\30\1\bcc000276.bmp
245,31,dataset\CMATERdbTest\31\bcc000278.bmp
246,31,dataset\CMATERdbTest\31\bcc000279.bmp
247,31,dataset\CMATERdbTest\31\bcc000280.bmp
248,31,dataset\CMATERdbTest\31\bcc000281.bmp
249,31,dataset\CMATERdbTest\31\bcc000282.bmp
250,31,dataset\CMATERdbTest\31\bcc000283.bmp
251,31,dataset\CMATERdbTest\31\bcc000284.bmp
252,32,dataset\CMATERdbTest\32\bcc000285.bmp
255,33,dataset\CMATERdbTest\33\bcc000288.bmp
254,33,dataset\CMATERdbTest\33\bcc000287.bmp
256,33,dataset\CMATERdbTest\33\bcc000289.bmp
253,33,dataset\CMATERdbTest\33\bcc000286.bmp
258,34,dataset\CMATERdbTest\34\bcc000291.bmp
257,34,dataset\CMATERdbTest\34\bcc000290.bmp
259,34,dataset\CMATERdbTest\34\bcc000292.bmp
260,35,dataset\CMATERdbTest\35\bcc000293.bmp
261,35,dataset\CMATERdbTest\35\bcc000294.bmp
262,35,dataset\CMATERdbTest\35\bcc000295.bmp
263,35,dataset\CMATERdbTest\35\bcc000296.bmp
264,35,dataset\CMATERdbTest\35\bcc000297.bmp
265,35,dataset\CMATERdbTest\35\bcc000298.bmp
269,36,dataset\CMATERdbTest\36\bcc000302.bmp
266,36,dataset\CMATERdbTest\36\bcc000299.bmp
267,36,dataset\CMATERdbTest\36\bcc000300.bmp
268,36,dataset\CMATERdbTest\36\bcc000301.bmp
270,36,dataset\CMATERdbTest\36\bcc000303.bmp
271,37,dataset\CMATERdbTest\37\bcc000304.bmp
272,38,dataset\CMATERdbTest\38\1\bcc000305.bmp
273,38,dataset\CMATERdbTest\38\2\bcc000306.bmp
274,38,dataset\CMATERdbTest\38\2\bcc000307.bmp
275,39,dataset\CMATERdbTest\39\bcc000308.bmp
292,40,dataset\CMATERdbTest\40\1\bcc000309.bmp
293,40,dataset\CMATERdbTest\40\2\bcc000310.bmp
297,41,dataset\CMATERdbTest\41\bcc000314.bmp
296,41,dataset\CMATERdbTest\41\bcc000313.bmp
298,41,dataset\CMATERdbTest\41\bcc000315.bmp
294,41,dataset\CMATERdbTest\41\bcc000311.bmp
295,41,dataset\CMATERdbTest\41\bcc000312.bmp
305,42,dataset\CMATERdbTest\42\bcc000322.bmp
299,42,dataset\CMATERdbTest\42\bcc000316.bmp
300,42,dataset\CMATERdbTest\42\bcc000317.bmp
301,42,dataset\CMATERdbTest\42\bcc000318.bmp
302,42,dataset\CMATERdbTest\42\bcc000319.bmp
303,42,dataset\CMATERdbTest\42\bcc000320.bmp
304,42,dataset\CMATERdbTest\42\bcc000321.bmp
306,42,dataset\CMATERdbTest\42\bcc000323.bmp
307,43,dataset\CMATERdbTest\43\1\bcc000324.bmp
308,43,dataset\CMATERdbTest\43\1\bcc000325.bmp
311,43,dataset\CMATERdbTest\43\2\bcc000328.bmp
310,43,dataset\CMATERdbTest\43\2\bcc000327.bmp
309,43,dataset\CMATERdbTest\43\2\bcc000326.bmp
313,44,dataset\CMATERdbTest\44\bcc000330.bmp
312,44,dataset\CMATERdbTest\44\bcc000329.bmp
315,45,dataset\CMATERdbTest\45\bcc000332.bmp
314,45,dataset\CMATERdbTest\45\bcc000331.bmp
319,46,dataset\CMATERdbTest\46\bcc000336.bmp
318,46,dataset\CMATERdbTest\46\bcc000335.bmp
317,46,dataset\CMATERdbTest\46\bcc000334.bmp
316,46,dataset\CMATERdbTest\46\bcc000333.bmp
320,47,dataset\CMATERdbTest\47\bcc000337.bmp
324,47,dataset\CMATERdbTest\47\bcc000341.bmp
323,47,dataset\CMATERdbTest\47\bcc000340.bmp
322,47,dataset\CMATERdbTest\47\bcc000339.bmp
321,47,dataset\CMATERdbTest\47\bcc000338.bmp
326,48,dataset\CMATERdbTest\48\bcc000343.bmp
329,48,dataset\CMATERdbTest\48\bcc000346.bmp
328,48,dataset\CMATERdbTest\48\bcc000345.bmp
327,48,dataset\CMATERdbTest\48\bcc000344.bmp
325,48,dataset\CMATERdbTest\48\bcc000342.bmp
331,49,dataset\CMATERdbTest\49\bcc000348.bmp
330,49,dataset\CMATERdbTest\49\bcc000347.bmp
342,51,dataset\CMATERdbTest\51\bcc000349.bmp
344,52,dataset\CMATERdbTest\52\bcc000351.bmp
343,52,dataset\CMATERdbTest\52\bcc000350.bmp
345,52,dataset\CMATERdbTest\52\bcc000352.bmp
349,53,dataset\CMATERdbTest\53\bcc000356.bmp
346,53,dataset\CMATERdbTest\53\bcc000353.bmp
347,53,dataset\CMATERdbTest\53\bcc000354.bmp
348,53,dataset\CMATERdbTest\53\bcc000355.bmp
351,54,dataset\CMATERdbTest\54\bcc000358.bmp
352,54,dataset\CMATERdbTest\54\bcc000359.bmp
350,54,dataset\CMATERdbTest\54\bcc000357.bmp
365,55,dataset\CMATERdbTest\55\bcc000372.bmp
364,55,dataset\CMATERdbTest\55\bcc000371.bmp
363,55,dataset\CMATERdbTest\55\bcc000370.bmp
353,55,dataset\CMATERdbTest\55\bcc000360.bmp
361,55,dataset\CMATERdbTest\55\bcc000368.bmp
360,55,dataset\CMATERdbTest\55\bcc000367.bmp
359,55,dataset\CMATERdbTest\55\bcc000366.bmp
354,55,dataset\CMATERdbTest\55\bcc000361.bmp
355,55,dataset\CMATERdbTest\55\bcc000362.bmp
356,55,dataset\CMATERdbTest\55\bcc000363.bmp
357,55,dataset\CMATERdbTest\55\bcc000364.bmp
358,55,dataset\CMATERdbTest\55\bcc000365.bmp
362,55,dataset\CMATERdbTest\55\bcc000369.bmp
366,56,dataset\CMATERdbTest\56\bcc000373.bmp
367,57,dataset\CMATERdbTest\57\bcc000374.bmp
369,58,dataset\CMATERdbTest\58\bcc000376.bmp
368,58,dataset\CMATERdbTest\58\bcc000375.bmp
370,59,dataset\CMATERdbTest\59\bcc000377.bmp
371,59,dataset\CMATERdbTest\59\bcc000378.bmp
372,59,dataset\CMATERdbTest\59\bcc000379.bmp
380,60,dataset\CMATERdbTest\60\2\bcc000381.bmp
379,60,dataset\CMATERdbTest\60\1\bcc000380.bmp
381,61,dataset\CMATERdbTest\61\bcc000382.bmp
382,62,dataset\CMATERdbTest\62\bcc000383.bmp
385,63,dataset\CMATERdbTest\63\2\bcc000386.bmp
383,63,dataset\CMATERdbTest\63\1\bcc000384.bmp
384,63,dataset\CMATERdbTest\63\1\bcc000385.bmp
386,64,dataset\CMATERdbTest\64\bcc000387.bmp
387,64,dataset\CMATERdbTest\64\bcc000388.bmp
388,65,dataset\CMATERdbTest\65\bcc000389.bmp
389,66,dataset\CMATERdbTest\66\bcc000390.bmp
390,67,dataset\CMATERdbTest\67\1\bcc000391.bmp
391,67,dataset\CMATERdbTest\67\1\bcc000392.bmp
392,67,dataset\CMATERdbTest\67\2\bcc000393.bmp
393,68,dataset\CMATERdbTest\68\bcc000394.bmp
394,69,dataset\CMATERdbTest\69\bcc000395.bmp
395,69,dataset\CMATERdbTest\69\bcc000396.bmp
396,69,dataset\CMATERdbTest\69\bcc000397.bmp
412,70,dataset\CMATERdbTest\70\bcc000398.bmp
413,70,dataset\CMATERdbTest\70\bcc000399.bmp
415,71,dataset\CMATERdbTest\71\bcc000401.bmp
414,71,dataset\CMATERdbTest\71\bcc000400.bmp
417,72,dataset\CMATERdbTest\72\bcc000403.bmp
416,72,dataset\CMATERdbTest\72\bcc000402.bmp
419,73,dataset\CMATERdbTest\73\bcc000405.bmp
418,73,dataset\CMATERdbTest\73\bcc000404.bmp
423,74,dataset\CMATERdbTest\74\bcc000409.bmp
422,74,dataset\CMATERdbTest\74\bcc000408.bmp
421,74,dataset\CMATERdbTest\74\bcc000407.bmp
420,74,dataset\CMATERdbTest\74\bcc000406.bmp
424,77,dataset\CMATERdbTest\77\bcc000410.bmp
425,77,dataset\CMATERdbTest\77\bcc000411.bmp
426,78,dataset\CMATERdbTest\78\bcc000412.bmp
433,80,dataset\CMATERdbTest\80\bcc000413.bmp
434,81,dataset\CMATERdbTest\81\bcc000414.bmp
435,82,dataset\CMATERdbTest\82\bcc000415.bmp
436,83,dataset\CMATERdbTest\83\bcc000416.bmp
437,84,dataset\CMATERdbTest\84\1\bcc000417.bmp
438,84,dataset\CMATERdbTest\84\2\bcc000418.bmp
439,85,dataset\CMATERdbTest\85\2\bcc000419.bmp
440,86,dataset\CMATERdbTest\86\bcc000420.bmp
441,86,dataset\CMATERdbTest\86\bcc000421.bmp
442,87,dataset\CMATERdbTest\87\bcc000422.bmp
443,89,dataset\CMATERdbTest\89\2\bcc000423.bmp
459,90,dataset\CMATERdbTest\90\2\bcc000425.bmp
458,90,dataset\CMATERdbTest\90\1\bcc000424.bmp
461,92,dataset\CMATERdbTest\92\bcc000427.bmp
460,92,dataset\CMATERdbTest\92\bcc000426.bmp
462,94,dataset\CMATERdbTest\94\1\bcc000428.bmp
465,95,dataset\CMATERdbTest\95\bcc000431.bmp
463,95,dataset\CMATERdbTest\95\bcc000429.bmp
464,95,dataset\CMATERdbTest\95\bcc000430.bmp
467,96,dataset\CMATERdbTest\96\bcc000433.bmp
468,96,dataset\CMATERdbTest\96\bcc000434.bmp
466,96,dataset\CMATERdbTest\96\bcc000432.bmp
469,98,dataset\CMATERdbTest\98\bcc000435.bmp
471,99,dataset\CMATERdbTest\99\bcc000437.bmp
470,99,dataset\CMATERdbTest\99\bcc000436.bmp
15,100,dataset\CMATERdbTest\100\bcc000438.bmp
16,100,dataset\CMATERdbTest\100\bcc000439.bmp
17,101,dataset\CMATERdbTest\101\bcc000440.bmp
18,103,dataset\CMATERdbTest\103\2\bcc000441.bmp
19,105,dataset\CMATERdbTest\105\bcc000442.bmp
20,109,dataset\CMATERdbTest\109\bcc000443.bmp
35,112,dataset\CMATERdbTest\112\1\bcc000444.bmp
36,112,dataset\CMATERdbTest\112\2\bcc000445.bmp
37,112,dataset\CMATERdbTest\112\2\bcc000446.bmp
39,113,dataset\CMATERdbTest\113\bcc000448.bmp
38,113,dataset\CMATERdbTest\113\bcc000447.bmp
40,115,dataset\CMATERdbTest\115\bcc000449.bmp
42,116,dataset\CMATERdbTest\116\bcc000451.bmp
41,116,dataset\CMATERdbTest\116\bcc000450.bmp
43,119,dataset\CMATERdbTest\119\bcc000452.bmp
57,123,dataset\CMATERdbTest\123\bcc000453.bmp
58,125,dataset\CMATERdbTest\125\bcc000454.bmp
59,125,dataset\CMATERdbTest\125\bcc000455.bmp
60,126,dataset\CMATERdbTest\126\bcc000456.bmp
61,127,dataset\CMATERdbTest\127\1\bcc000457.bmp
62,127,dataset\CMATERdbTest\127\2\bcc000458.bmp
66,134,dataset\CMATERdbTest\134\bcc000459.bmp
67,135,dataset\CMATERdbTest\135\bcc000460.bmp
68,139,dataset\CMATERdbTest\139\bcc000461.bmp
73,142,dataset\CMATERdbTest\142\bcc000462.bmp
74,144,dataset\CMATERdbTest\144\bcc000463.bmp
75,147,dataset\CMATERdbTest\147\bcc000464.bmp
76,149,dataset\CMATERdbTest\149\bcc000465.bmp
88,154,dataset\CMATERdbTest\154\bcc000466.bmp
89,155,dataset\CMATERdbTest\155\bcc000467.bmp
90,156,dataset\CMATERdbTest\156\bcc000468.bmp
91,158,dataset\CMATERdbTest\158\bcc000469.bmp
92,159,dataset\CMATERdbTest\159\bcc000470.bmp
104,166,dataset\CMATERdbTest\166\bcc000471.bmp
